       0.000000  -0.000000E+00   0.000000E+00  -0.000000E+00   0.000000E+00
       0.000694   3.738806E-06   3.523206E-06  -0.000000E+00   0.000000E+00
       0.001389   6.105111E-06   5.830016E-06   2.328732E-05   2.234955E-05
       0.002083   9.629341E-06   8.225580E-06   4.565862E-05   4.357777E-05
       0.002778   1.538513E-05   1.131991E-05   6.671913E-05   6.338978E-05
       0.003472   1.666287E-05   1.486543E-05   8.649709E-05   8.242469E-05
       0.004167   1.173189E-05   8.823789E-06   1.051755E-04   1.004048E-04
       0.004861   5.462166E-06   5.314251E-06   1.232192E-04   1.177876E-04
       0.005556   4.571698E-06   1.348688E-05   1.410640E-04   1.348500E-04
       0.006250   8.339608E-06   1.631234E-05   1.587662E-04   1.516973E-04
       0.006944   9.558245E-06   1.684880E-05   1.765162E-04   1.686463E-04
       0.007639   9.910439E-06   1.657485E-05   1.950035E-04   1.864464E-04
       0.008333   9.709740E-06   1.542539E-05   2.149417E-04   2.058323E-04
       0.009028   8.654950E-06   1.440489E-05   2.364297E-04   2.267294E-04
       0.009722   8.573921E-06   1.356481E-05   2.587109E-04   2.481932E-04
       0.010417   9.565362E-06   1.355191E-05   2.806925E-04   2.692719E-04
       0.011111   1.016551E-05   1.428332E-05   3.018277E-04   2.896659E-04
       0.011806   1.058924E-05   1.547633E-05   3.222911E-04   3.095214E-04
       0.012500   1.088701E-05   1.699784E-05   3.424216E-04   3.290269E-04
       0.013194   1.100502E-05   1.877048E-05   3.623274E-04   3.483139E-04
       0.013889   1.132837E-05   2.062809E-05   3.819775E-04   3.674411E-04
       0.014583   1.250140E-05   2.232841E-05   4.014583E-04   3.864532E-04
       0.015278   1.320964E-05   2.378611E-05   4.210606E-04   4.055377E-04
       0.015972   1.337967E-05   2.479251E-05   4.411033E-04   4.250041E-04
       0.016667   1.313315E-05   2.492738E-05   4.617405E-04   4.450799E-04
       0.017361   1.408351E-05   2.435394E-05   4.829549E-04   4.657879E-04
       0.018056   1.578826E-05   2.406230E-05   5.045955E-04   4.869521E-04
       0.018750   1.726636E-05   2.394777E-05   5.263832E-04   5.082554E-04
       0.019444   1.828768E-05   2.423356E-05   5.479912E-04   5.293649E-04
       0.020139   1.882809E-05   2.510775E-05   5.691499E-04   5.500549E-04
       0.020833   1.892633E-05   2.666808E-05   5.896792E-04   5.702078E-04
       0.021528   1.866244E-05   2.882078E-05   6.095190E-04   5.897817E-04
       0.022222   1.825110E-05   3.123721E-05   6.287995E-04   6.088631E-04
       0.022917   1.795722E-05   3.346613E-05   6.478436E-04   6.277049E-04
       0.023611   1.914699E-05   3.516558E-05   6.670456E-04   6.466502E-04
       0.024306   1.982788E-05   3.623925E-05   6.867137E-04   6.660096E-04
       0.025000   1.998322E-05   3.676835E-05   7.069795E-04   6.859643E-04
       0.025694   2.056605E-05   3.689602E-05   7.278037E-04   7.065148E-04
       0.026389   2.194589E-05   3.679210E-05   7.490393E-04   7.275092E-04
       0.027083   2.325705E-05   3.665545E-05   7.704909E-04   7.487377E-04
       0.027778   2.435238E-05   3.671337E-05   7.919405E-04   7.699867E-04
       0.028472   2.519091E-05   3.721043E-05   8.131534E-04   7.910242E-04
       0.029167   2.572819E-05   3.835181E-05   8.338982E-04   8.116160E-04
       0.029861   2.587275E-05   4.020516E-05   8.540052E-04   8.316091E-04
       0.030556   2.558974E-05   4.263322E-05   8.734295E-04   8.509918E-04
       0.031250   2.501860E-05   4.531512E-05   8.922734E-04   8.698696E-04
       0.031944   2.644540E-05   4.784803E-05   9.107846E-04   8.884425E-04
       0.032639   2.784685E-05   4.987886E-05   9.293332E-04   9.070302E-04
       0.033333   2.867495E-05   5.120985E-05   9.483115E-04   9.260223E-04
       0.034028   2.890738E-05   5.182400E-05   9.679752E-04   9.456998E-04
       0.034722   2.857514E-05   5.181307E-05   9.883525E-04   9.661028E-04
       0.035417   2.840513E-05   5.128397E-05   1.009311E-03   9.870911E-04
       0.036111   3.021460E-05   5.035370E-05   1.030701E-03   1.008495E-03
       0.036806   3.193343E-05   4.923259E-05   1.052404E-03   1.030174E-03
       0.037500   3.347702E-05   4.827553E-05   1.074242E-03   1.051956E-03
       0.038194   3.478183E-05   4.790602E-05   1.095881E-03   1.073568E-03
       0.038889   3.571432E-05   4.844329E-05   1.116904E-03   1.094663E-03
       0.039583   3.610438E-05   4.995736E-05   1.137008E-03   1.114962E-03
       0.040278   3.588294E-05   5.226107E-05   1.156136E-03   1.134376E-03
       0.040972   3.517247E-05   5.503085E-05   1.174448E-03   1.153006E-03
